# X Y X1 X2 Y1 Y2
      -3     0.16      0.2      0.2     0.21     0.21  #HE1241-2907 
   -4.15     0.24      0.2      0.2     0.17     0.17  #HE2239-5019 
   -3.29     0.02     0.04     0.04     0.03     0.03  #HE1337+0012 
   -2.55    -0.15      0.2      0.2     0.24     0.24  #WISEJ0725-2351 
   -2.53     0.19        0        0     0.19     0.19  #HIP8572 
   -2.71    -0.06        0        0        0        0  #BS16472-070 
   -3.01    -0.07        0        0        0        0  #BS16547-049 
   -3.36     0.22        0        0        0        0  #CS22166-030 
   -2.88    -0.19        0        0        0        0  #CS22783-055 
   -3.85     0.24        0        0        0        0  #CS22876-032 
   -2.74    -0.11        0        0        0        0  #CS29491-084 
   -2.92     0.14        0        0        0        0  #CS30308-062 
   -2.69     0.31        0        0        0        0  #G108-33 
   -2.82    -0.02        0        0        0        0  #HIP104191 
   -2.65      0.1        0        0        0        0  #HIP10497 
   -2.51    -0.08        0        0        0        0  #HIP2463 
   -4.01    -0.09        0        0        0        0  #HIP3635 
   -2.55     0.13        0        0        0        0  #HIP36513 
   -2.58     0.07        0        0        0        0  #HIP4933 
   -3.45    -0.25        0        0        0        0  #HIP66673 
   -3.28    -0.07        0        0        0        0  #HIP68592 
   -2.66    -0.36        0        0        0        0  #HIP96508 
   -2.58     0.37        0        0        0        0  #HIP97192 
